Combination,Cap(uF),Total_Volume(mm^2)
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0,946.814943633,5014.123246799
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 820.0,946.996701351,5406.822328497
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 1000.0,947.157640385,5897.696180621
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0,947.446469651,4624.565757754
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0,947.950537714,5190.0524354
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 820.0,948.148072735,5582.751517098
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 1000.0,948.323076642,6073.625369222
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0,948.673963754,5441.379847687
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 820.0,948.881894484,5834.078929386
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 1000.0,949.066171923,6324.952781509
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 820.0,949.44060249,6399.565607032
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 1000.0,949.632102062,6890.439459155
100.0 || 820.0 and 47.0 + 100.0 + 820.0 + 1000.0,949.854214758,7283.138540854
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0,952.278876171,4859.721821856
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0,952.978330884,5425.208499503
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 820.0,953.253673587,5817.907581201
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 1000.0,953.498196583,6308.781433325
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0,953.990138258,5676.53591179
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 820.0,954.282710658,6069.234993488
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 1000.0,954.54266052,6560.108845612
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 820.0,955.072766337,6634.721671135
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 1000.0,955.344883055,7125.595523258
100.0 || 820.0 and 47.0 + 220.0 + 820.0 + 1000.0,955.661350915,7518.294604957
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0,955.835683463,5852.465100391
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 820.0,956.161041767,6245.16418209
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 1000.0,956.450377194,6736.038034213
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 820.0,957.041153811,6810.650859736
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 1000.0,957.34480385,7301.524711859
100.0 || 820.0 and 47.0 + 330.0 + 820.0 + 1000.0,957.698277431,7694.223793558
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 820.0,958.322463662,7061.978272023
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 1000.0,958.647576666,7552.852124146
100.0 || 820.0 and 47.0 + 470.0 + 820.0 + 1000.0,959.02626729,7945.551205845
100.0 || 820.0 and 47.0 + 680.0 + 820.0 + 1000.0,960.0533572,8511.037883491
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0,970.752617801,4986.63431108
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0,972.503509593,5552.120988726
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 820.0,973.204876131,5944.820070425
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 1000.0,973.83360522,6435.693922548
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0,975.115542596,5803.448401013
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 820.0,975.888944551,6196.147482712
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 1000.0,976.583123564,6687.021334835
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 820.0,978.019599682,6761.634160358
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 1000.0,978.768070396,7252.508012481
100.0 || 820.0 and 100.0 + 220.0 + 820.0 + 1000.0,979.648194683,7645.20709418
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0,980.137531503,5979.377589614
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 820.0,981.0594742,6372.076671313
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 1000.0,981.888990862,6862.950523436
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 820.0,983.611598932,6937.563348959
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 1000.0,984.512419503,7428.437201082
100.0 || 820.0 and 100.0 + 330.0 + 820.0 + 1000.0,985.574565017,7821.136282781
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 820.0,987.486583645,7188.890761246
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 1000.0,988.501371742,7679.76461337
100.0 || 820.0 and 100.0 + 470.0 + 820.0 + 1000.0,989.700148298,8072.463695068
100.0 || 820.0 and 100.0 + 680.0 + 820.0 + 1000.0,993.045483127,8637.950372715
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,944.402139711,5202.618806014
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,944.799778028,5768.10548366
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,944.955164606,6160.804565359
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,945.092621055,6651.678417482
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,945.367641753,6019.432895947
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,945.530249196,6412.131977646
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,945.674132194,6903.00582977
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,945.965831076,6977.618655292
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,946.114679962,7468.492507416
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,946.287038036,7861.191589114
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,946.381641811,6195.362084548
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,946.557553686,6588.061166247
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,946.713284304,7078.935018371
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,947.029219166,7153.547843893
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,947.190547297,7644.421696017
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,947.377450273,8037.120777715
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,947.705162739,7404.875256181
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,947.874686017,7895.749108304
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,948.071146591,8288.448190003
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,948.598641261,8853.934867649
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,950.816070124,6430.518148651
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,951.056358664,6823.21723035
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,951.269530856,7314.091082473
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,951.703303995,7388.703907996
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,951.925481782,7879.57776012
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,952.183455464,8272.276841818
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,952.637277789,7640.031320283
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,952.87278766,8130.905172407
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,953.14636347,8523.604254106
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,953.8843485,9089.090931752
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,954.335166209,7815.960508884
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,954.595915197,8306.834361008
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,954.899055562,8699.533442707
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,955.718113669,9265.020120353
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,956.908056026,9516.34753264
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,967.227720112,6557.430637875
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,967.794454758,6950.129719573
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,968.301205194,7441.003571697
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,969.344074142,7515.61639722
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,969.884403343,8006.490249343
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,970.517119068,8399.189331042
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,971.644317497,7766.943809507
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,972.236499578,8257.81766163
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,972.930703404,8650.516743329
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,974.837925214,9216.003420975
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,976.028488807,7942.872998108
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,976.726160254,8433.746850231
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,977.545760331,8826.44593193
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,979.807169268,9391.932609576
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,983.220076654,9643.260021863
220.0 || 330.0 and 47.0,597.0,1548.019780056
220.0 || 330.0 and 100.0,650.0,1674.93226928
220.0 || 330.0 and 220.0,770.0,1910.088333383
220.0 || 330.0 and 330.0,880.0,2086.017521984
220.0 || 330.0 and 47.0 + 100.0,581.972789116,1890.916764214
220.0 || 330.0 and 47.0 + 220.0,588.72659176,2126.072828317
220.0 || 330.0 and 47.0 + 330.0,591.140583554,2302.002016918
220.0 || 330.0 and 47.0 + 470.0,592.727272727,2553.329429205
220.0 || 330.0 and 47.0 + 680.0,593.961485557,3118.816106851
220.0 || 330.0 and 47.0 + 820.0,594.452133795,3511.51518855
220.0 || 330.0 and 47.0 + 1000.0,594.890162369,4002.389040673
220.0 || 330.0 and 100.0 + 220.0,618.75,2252.98531754
220.0 || 330.0 and 100.0 + 330.0,626.744186047,2428.914506141
220.0 || 330.0 and 100.0 + 470.0,632.456140351,2680.241918428
220.0 || 330.0 and 100.0 + 680.0,637.179487179,3245.728596075
220.0 || 330.0 and 100.0 + 820.0,639.130434783,3638.427677773
220.0 || 330.0 and 100.0 + 1000.0,640.909090909,4129.301529897
220.0 || 330.0 and 220.0 + 330.0,682.0,2664.070570244
220.0 || 330.0 and 220.0 + 470.0,699.855072464,2915.397982531
220.0 || 330.0 and 220.0 + 680.0,716.222222222,3480.884660177
220.0 || 330.0 and 220.0 + 820.0,723.461538462,3873.583741876
220.0 || 330.0 and 220.0 + 1000.0,730.327868852,4364.457594
220.0 || 330.0 and 330.0 + 470.0,743.875,3091.327171132
220.0 || 330.0 and 330.0 + 680.0,772.178217822,3656.813848779
220.0 || 330.0 and 330.0 + 820.0,785.304347826,4049.512930477
220.0 || 330.0 and 330.0 + 1000.0,798.120300752,4540.386782601
220.0 || 330.0 and 470.0 + 680.0,827.913043478,3908.141261066
220.0 || 330.0 and 470.0 + 820.0,848.759689922,4300.840342764
220.0 || 330.0 and 470.0 + 1000.0,869.727891156,4791.714194888
220.0 || 330.0 and 680.0 + 820.0,921.733333333,4866.327020411
220.0 || 330.0 and 680.0 + 1000.0,954.761904762,5357.200872534
220.0 || 330.0 and 47.0 + 100.0 + 220.0,577.915766739,2468.969812475
220.0 || 330.0 and 47.0 + 100.0 + 330.0,579.148656268,2644.899001076
220.0 || 330.0 and 47.0 + 100.0 + 470.0,579.936305732,2896.226413363
220.0 || 330.0 and 47.0 + 100.0 + 680.0,580.536976878,3461.713091009
220.0 || 330.0 and 47.0 + 100.0 + 820.0,580.772916001,3854.412172708
220.0 || 330.0 and 47.0 + 100.0 + 1000.0,580.982201714,4345.286024831
220.0 || 330.0 and 47.0 + 220.0 + 330.0,584.659217877,2880.055065178
220.0 || 330.0 and 47.0 + 220.0 + 470.0,585.778546713,3131.382477466
220.0 || 330.0 and 47.0 + 220.0 + 680.0,586.639916623,3696.869155112
220.0 || 330.0 and 47.0 + 220.0 + 820.0,586.980111654,4089.568236811
220.0 || 330.0 and 47.0 + 220.0 + 1000.0,587.282757626,4580.442088934
220.0 || 330.0 and 47.0 + 330.0 + 470.0,587.829268293,3307.311666067
220.0 || 330.0 and 47.0 + 330.0 + 680.0,588.793541031,3872.798343713
220.0 || 330.0 and 47.0 + 330.0 + 820.0,589.175111659,4265.497425412
220.0 || 330.0 and 47.0 + 330.0 + 1000.0,589.514916817,4756.371277535
220.0 || 330.0 and 47.0 + 470.0 + 680.0,590.201257862,4124.125756
220.0 || 330.0 and 47.0 + 470.0 + 820.0,590.611169652,4516.824837699
220.0 || 330.0 and 47.0 + 470.0 + 1000.0,590.976460331,5007.698689822
220.0 || 330.0 and 47.0 + 680.0 + 820.0,591.724566152,5082.311515345
220.0 || 330.0 and 47.0 + 680.0 + 1000.0,592.11025614,5573.185367468
220.0 || 330.0 and 47.0 + 820.0 + 1000.0,592.560240299,5965.884449167
220.0 || 330.0 and 100.0 + 220.0 + 330.0,606.896551724,3006.967554402
220.0 || 330.0 and 100.0 + 220.0 + 470.0,609.976798144,3258.294966689
220.0 || 330.0 and 100.0 + 220.0 + 680.0,612.437395659,3823.781644335
220.0 || 330.0 and 100.0 + 220.0 + 820.0,613.431786217,4216.480726034
220.0 || 330.0 and 100.0 + 220.0 + 1000.0,614.32748538,4707.354578157
220.0 || 330.0 and 100.0 + 330.0 + 470.0,615.97192684,3434.22415529
220.0 || 330.0 and 100.0 + 330.0 + 680.0,618.961278427,3999.710832936
220.0 || 330.0 and 100.0 + 330.0 + 820.0,620.176348548,4392.409914635
220.0 || 330.0 and 100.0 + 330.0 + 1000.0,621.274298056,4883.283766758
220.0 || 330.0 and 100.0 + 470.0 + 680.0,623.538886332,4251.038245223
220.0 || 330.0 and 100.0 + 470.0 + 820.0,624.922239502,4643.737326922
220.0 || 330.0 and 100.0 + 470.0 + 1000.0,626.175040519,5134.611179046
220.0 || 330.0 and 100.0 + 680.0 + 820.0,628.801582815,5209.224004568
220.0 || 330.0 and 100.0 + 680.0 + 1000.0,630.188679245,5700.097856692
220.0 || 330.0 and 100.0 + 820.0 + 1000.0,631.836327345,6092.79693839
220.0 || 330.0 and 220.0 + 330.0 + 470.0,653.056478405,3669.380219393
220.0 || 330.0 and 220.0 + 330.0 + 680.0,660.541871921,4234.866897039
220.0 || 330.0 and 220.0 + 330.0 + 820.0,663.697478992,4627.565978738
220.0 || 330.0 and 220.0 + 330.0 + 1000.0,666.607773852,5118.439830861
220.0 || 330.0 and 220.0 + 470.0 + 680.0,672.794271743,4486.194309326
220.0 || 330.0 and 220.0 + 470.0 + 820.0,676.700537956,4878.893391025
220.0 || 330.0 and 220.0 + 470.0 + 1000.0,680.325182758,5369.767243148
220.0 || 330.0 and 220.0 + 680.0 + 820.0,688.206399279,5444.380068671
220.0 || 330.0 and 220.0 + 680.0 + 1000.0,692.530487805,5935.253920795
220.0 || 330.0 and 220.0 + 820.0 + 1000.0,697.820386758,6327.953002493
220.0 || 330.0 and 330.0 + 470.0 + 680.0,700.862537548,4662.123497927
220.0 || 330.0 and 330.0 + 470.0 + 820.0,706.801873998,5054.822579626
220.0 || 330.0 and 330.0 + 470.0 + 1000.0,712.391372631,5545.696431749
220.0 || 330.0 and 330.0 + 680.0 + 820.0,724.812844385,5620.309257272
220.0 || 330.0 and 330.0 + 680.0 + 1000.0,731.788723266,6111.183109396
220.0 || 330.0 and 330.0 + 820.0 + 1000.0,740.482894552,6503.882191094
220.0 || 330.0 and 470.0 + 680.0 + 820.0,757.565341359,5871.636669559
220.0 || 330.0 and 470.0 + 680.0 + 1000.0,767.474142624,6362.510521683
220.0 || 330.0 and 470.0 + 820.0 + 1000.0,780.034618599,6755.209603381
220.0 || 330.0 and 680.0 + 820.0 + 1000.0,820.99533437,7320.696281028
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0,575.738466645,3222.952049336
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0,576.350662589,3474.279461623
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0,576.814943633,4039.766139269
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0,576.996701351,4432.465220968
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 1000.0,577.157640385,4923.339073092
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0,577.446469651,3650.208650224
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0,577.950537714,4215.695327871
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0,578.148072735,4608.394409569
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 1000.0,578.323076642,5099.268261693
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0,578.673963754,4467.022740158
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0,578.881894484,4859.721821856
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 1000.0,579.066171923,5350.59567398
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0,579.44060249,5425.208499503
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 1000.0,579.632102062,5916.082351626
220.0 || 330.0 and 47.0 + 100.0 + 820.0 + 1000.0,579.854214758,6308.781433325
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0,582.278876171,3885.364714327
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0,582.978330884,4450.851391973
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 820.0,583.253673587,4843.550473672
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 1000.0,583.498196583,5334.424325795
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0,583.990138258,4702.178804261
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 820.0,584.282710658,5094.877885959
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 1000.0,584.54266052,5585.751738083
220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 820.0,585.072766337,5660.364563605
220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 1000.0,585.344883055,6151.238415729
220.0 || 330.0 and 47.0 + 220.0 + 820.0 + 1000.0,585.661350915,6543.937497428
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0,585.835683463,4878.107992862
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 820.0,586.161041767,5270.80707456
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 1000.0,586.450377194,5761.680926684
220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 820.0,587.041153811,5836.293752206
220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 1000.0,587.34480385,6327.16760433
220.0 || 330.0 and 47.0 + 330.0 + 820.0 + 1000.0,587.698277431,6719.866686029
220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 820.0,588.322463662,6087.621164494
220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 1000.0,588.647576666,6578.495016617
220.0 || 330.0 and 47.0 + 470.0 + 820.0 + 1000.0,589.02626729,6971.194098316
220.0 || 330.0 and 47.0 + 680.0 + 820.0 + 1000.0,590.0533572,7536.680775962
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0,600.752617801,4012.277203551
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0,602.503509593,4577.763881197
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 820.0,603.204876131,4970.462962895
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 1000.0,603.83360522,5461.336815019
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0,605.115542596,4829.091293484
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 820.0,605.888944551,5221.790375183
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 1000.0,606.583123564,5712.664227306
220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 820.0,608.019599682,5787.277052829
220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 1000.0,608.768070396,6278.150904952
220.0 || 330.0 and 100.0 + 220.0 + 820.0 + 1000.0,609.648194683,6670.849986651
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0,610.137531503,5005.020482085
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 820.0,611.0594742,5397.719563784
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 1000.0,611.888990862,5888.593415907
220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 820.0,613.611598932,5963.20624143
220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 1000.0,614.512419503,6454.080093553
220.0 || 330.0 and 100.0 + 330.0 + 820.0 + 1000.0,615.574565017,6846.779175252
220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 820.0,617.486583645,6214.533653717
220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 1000.0,618.501371742,6705.40750584
220.0 || 330.0 and 100.0 + 470.0 + 820.0 + 1000.0,619.700148298,7098.106587539
220.0 || 330.0 and 100.0 + 680.0 + 820.0 + 1000.0,623.045483127,7663.593265185
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0,639.493423844,5240.176546188
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 820.0,641.550532681,5632.875627886
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 1000.0,643.428106741,6123.74948001
220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 820.0,647.410269984,6198.362305533
220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 1000.0,649.538679915,6689.236157656
220.0 || 330.0 and 220.0 + 330.0 + 820.0 + 1000.0,652.090092809,7081.935239355
220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 820.0,656.800927675,6449.68971782
220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 1000.0,659.364889752,6940.563569943
220.0 || 330.0 and 220.0 + 470.0 + 820.0 + 1000.0,662.45271808,7333.262651642
220.0 || 330.0 and 220.0 + 680.0 + 820.0 + 1000.0,671.424725223,7898.749329288
220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 820.0,677.419975543,6625.618906421
220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 1000.0,681.086496107,7116.492758544
220.0 || 330.0 and 330.0 + 470.0 + 820.0 + 1000.0,685.547735116,7509.191840243
220.0 || 330.0 and 330.0 + 680.0 + 820.0 + 1000.0,698.800590001,8074.678517889
220.0 || 330.0 and 470.0 + 680.0 + 820.0 + 1000.0,721.887461697,8326.005930176
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,574.402139711,4228.261698485
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,574.799778028,4793.748376131
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,574.955164606,5186.44745783
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,575.092621055,5677.321309953
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,575.367641753,5045.075788418
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,575.530249196,5437.774870117
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,575.674132194,5928.64872224
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,575.965831076,6003.261547763
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,576.114679962,6494.135399887
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,576.287038036,6886.834481585
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,576.381641811,5221.004977019
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,576.557553686,5613.704058718
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,576.713284304,6104.577910841
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,577.029219166,6179.190736364
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,577.190547297,6670.064588488
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,577.377450273,7062.763670186
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,577.705162739,6430.518148651
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,577.874686017,6921.392000775
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,578.071146591,7314.091082473
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,578.598641261,7879.57776012
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,580.816070124,5456.161041122
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,581.056358664,5848.860122821
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,581.269530856,6339.733974944
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,581.703303995,6414.346800467
