Combination,Cap(uF),Vol(mm^3)
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,9.451e-04,6651.678417482
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,9.454e-04,6019.432895947
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,9.455e-04,6412.131977646
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,9.457e-04,6903.00582977
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,9.460e-04,6977.618655292
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,9.461e-04,7468.492507416
100.0 || 820.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,9.463e-04,7861.191589114
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,9.464e-04,6195.362084548
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,9.466e-04,6588.061166247
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,9.467e-04,7078.935018371
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,9.470e-04,7153.547843893
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,9.472e-04,7644.421696017
100.0 || 820.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,9.474e-04,8037.120777715
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,9.477e-04,7404.875256181
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,9.479e-04,7895.749108304
100.0 || 820.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,9.481e-04,8288.448190003
100.0 || 820.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,9.486e-04,8853.934867649
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,9.508e-04,6430.518148651
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,9.511e-04,6823.21723035
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,9.513e-04,7314.091082473
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,9.517e-04,7388.703907996
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,9.519e-04,7879.57776012
100.0 || 820.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,9.522e-04,8272.276841818
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,9.526e-04,7640.031320283
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,9.529e-04,8130.905172407
100.0 || 820.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,9.531e-04,8523.604254106
100.0 || 820.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,9.539e-04,9089.090931752
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,9.543e-04,7815.960508884
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,9.546e-04,8306.834361008
100.0 || 820.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,9.549e-04,8699.533442707
100.0 || 820.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,9.557e-04,9265.020120353
100.0 || 820.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,9.569e-04,9516.34753264
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,9.672e-04,6557.430637875
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,9.678e-04,6950.129719573
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,9.683e-04,7441.003571697
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,9.693e-04,7515.61639722
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,9.699e-04,8006.490249343
100.0 || 820.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,9.705e-04,8399.189331042
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,9.716e-04,7766.943809507
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,9.722e-04,8257.81766163
100.0 || 820.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,9.729e-04,8650.516743329
100.0 || 820.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,9.748e-04,9216.003420975
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,9.760e-04,7942.872998108
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,9.767e-04,8433.746850231
100.0 || 820.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,9.775e-04,8826.44593193
100.0 || 820.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,9.798e-04,9391.932609576
100.0 || 820.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,9.832e-04,9643.260021863
220.0 || 330.0 and 47.0,5.970e-04,1548.019780056
220.0 || 330.0 and 100.0,6.500e-04,1674.93226928
220.0 || 330.0 and 220.0,7.700e-04,1910.088333383
220.0 || 330.0 and 330.0,8.800e-04,2086.017521984
220.0 || 330.0 and 47.0 + 100.0,5.820e-04,1890.916764214
220.0 || 330.0 and 47.0 + 220.0,5.887e-04,2126.072828317
220.0 || 330.0 and 47.0 + 330.0,5.911e-04,2302.002016918
220.0 || 330.0 and 47.0 + 470.0,5.927e-04,2553.329429205
220.0 || 330.0 and 47.0 + 680.0,5.940e-04,3118.816106851
220.0 || 330.0 and 47.0 + 820.0,5.945e-04,3511.51518855
220.0 || 330.0 and 47.0 + 1000.0,5.949e-04,4002.389040673
220.0 || 330.0 and 100.0 + 220.0,6.187e-04,2252.98531754
220.0 || 330.0 and 100.0 + 330.0,6.267e-04,2428.914506141
220.0 || 330.0 and 100.0 + 470.0,6.325e-04,2680.241918428
220.0 || 330.0 and 100.0 + 680.0,6.372e-04,3245.728596075
220.0 || 330.0 and 100.0 + 820.0,6.391e-04,3638.427677773
220.0 || 330.0 and 100.0 + 1000.0,6.409e-04,4129.301529897
220.0 || 330.0 and 220.0 + 330.0,6.820e-04,2664.070570244
220.0 || 330.0 and 220.0 + 470.0,6.999e-04,2915.397982531
220.0 || 330.0 and 220.0 + 680.0,7.162e-04,3480.884660177
220.0 || 330.0 and 220.0 + 820.0,7.235e-04,3873.583741876
220.0 || 330.0 and 220.0 + 1000.0,7.303e-04,4364.457594
220.0 || 330.0 and 330.0 + 470.0,7.439e-04,3091.327171132
220.0 || 330.0 and 330.0 + 680.0,7.722e-04,3656.813848779
220.0 || 330.0 and 330.0 + 820.0,7.853e-04,4049.512930477
220.0 || 330.0 and 330.0 + 1000.0,7.981e-04,4540.386782601
220.0 || 330.0 and 470.0 + 680.0,8.279e-04,3908.141261066
220.0 || 330.0 and 470.0 + 820.0,8.488e-04,4300.840342764
220.0 || 330.0 and 470.0 + 1000.0,8.697e-04,4791.714194888
220.0 || 330.0 and 680.0 + 820.0,9.217e-04,4866.327020411
220.0 || 330.0 and 680.0 + 1000.0,9.548e-04,5357.200872534
220.0 || 330.0 and 47.0 + 100.0 + 220.0,5.779e-04,2468.969812475
220.0 || 330.0 and 47.0 + 100.0 + 330.0,5.791e-04,2644.899001076
220.0 || 330.0 and 47.0 + 100.0 + 470.0,5.799e-04,2896.226413363
220.0 || 330.0 and 47.0 + 100.0 + 680.0,5.805e-04,3461.713091009
220.0 || 330.0 and 47.0 + 100.0 + 820.0,5.808e-04,3854.412172708
220.0 || 330.0 and 47.0 + 100.0 + 1000.0,5.810e-04,4345.286024831
220.0 || 330.0 and 47.0 + 220.0 + 330.0,5.847e-04,2880.055065178
220.0 || 330.0 and 47.0 + 220.0 + 470.0,5.858e-04,3131.382477466
220.0 || 330.0 and 47.0 + 220.0 + 680.0,5.866e-04,3696.869155112
220.0 || 330.0 and 47.0 + 220.0 + 820.0,5.870e-04,4089.568236811
220.0 || 330.0 and 47.0 + 220.0 + 1000.0,5.873e-04,4580.442088934
220.0 || 330.0 and 47.0 + 330.0 + 470.0,5.878e-04,3307.311666067
220.0 || 330.0 and 47.0 + 330.0 + 680.0,5.888e-04,3872.798343713
220.0 || 330.0 and 47.0 + 330.0 + 820.0,5.892e-04,4265.497425412
220.0 || 330.0 and 47.0 + 330.0 + 1000.0,5.895e-04,4756.371277535
220.0 || 330.0 and 47.0 + 470.0 + 680.0,5.902e-04,4124.125756
220.0 || 330.0 and 47.0 + 470.0 + 820.0,5.906e-04,4516.824837699
220.0 || 330.0 and 47.0 + 470.0 + 1000.0,5.910e-04,5007.698689822
220.0 || 330.0 and 47.0 + 680.0 + 820.0,5.917e-04,5082.311515345
220.0 || 330.0 and 47.0 + 680.0 + 1000.0,5.921e-04,5573.185367468
220.0 || 330.0 and 47.0 + 820.0 + 1000.0,5.926e-04,5965.884449167
220.0 || 330.0 and 100.0 + 220.0 + 330.0,6.069e-04,3006.967554402
220.0 || 330.0 and 100.0 + 220.0 + 470.0,6.100e-04,3258.294966689
220.0 || 330.0 and 100.0 + 220.0 + 680.0,6.124e-04,3823.781644335
220.0 || 330.0 and 100.0 + 220.0 + 820.0,6.134e-04,4216.480726034
220.0 || 330.0 and 100.0 + 220.0 + 1000.0,6.143e-04,4707.354578157
220.0 || 330.0 and 100.0 + 330.0 + 470.0,6.160e-04,3434.22415529
220.0 || 330.0 and 100.0 + 330.0 + 680.0,6.190e-04,3999.710832936
220.0 || 330.0 and 100.0 + 330.0 + 820.0,6.202e-04,4392.409914635
220.0 || 330.0 and 100.0 + 330.0 + 1000.0,6.213e-04,4883.283766758
220.0 || 330.0 and 100.0 + 470.0 + 680.0,6.235e-04,4251.038245223
220.0 || 330.0 and 100.0 + 470.0 + 820.0,6.249e-04,4643.737326922
220.0 || 330.0 and 100.0 + 470.0 + 1000.0,6.262e-04,5134.611179046
220.0 || 330.0 and 100.0 + 680.0 + 820.0,6.288e-04,5209.224004568
220.0 || 330.0 and 100.0 + 680.0 + 1000.0,6.302e-04,5700.097856692
220.0 || 330.0 and 100.0 + 820.0 + 1000.0,6.318e-04,6092.79693839
220.0 || 330.0 and 220.0 + 330.0 + 470.0,6.531e-04,3669.380219393
220.0 || 330.0 and 220.0 + 330.0 + 680.0,6.605e-04,4234.866897039
220.0 || 330.0 and 220.0 + 330.0 + 820.0,6.637e-04,4627.565978738
220.0 || 330.0 and 220.0 + 330.0 + 1000.0,6.666e-04,5118.439830861
220.0 || 330.0 and 220.0 + 470.0 + 680.0,6.728e-04,4486.194309326
220.0 || 330.0 and 220.0 + 470.0 + 820.0,6.767e-04,4878.893391025
220.0 || 330.0 and 220.0 + 470.0 + 1000.0,6.803e-04,5369.767243148
220.0 || 330.0 and 220.0 + 680.0 + 820.0,6.882e-04,5444.380068671
220.0 || 330.0 and 220.0 + 680.0 + 1000.0,6.925e-04,5935.253920795
220.0 || 330.0 and 220.0 + 820.0 + 1000.0,6.978e-04,6327.953002493
220.0 || 330.0 and 330.0 + 470.0 + 680.0,7.009e-04,4662.123497927
220.0 || 330.0 and 330.0 + 470.0 + 820.0,7.068e-04,5054.822579626
220.0 || 330.0 and 330.0 + 470.0 + 1000.0,7.124e-04,5545.696431749
220.0 || 330.0 and 330.0 + 680.0 + 820.0,7.248e-04,5620.309257272
220.0 || 330.0 and 330.0 + 680.0 + 1000.0,7.318e-04,6111.183109396
220.0 || 330.0 and 330.0 + 820.0 + 1000.0,7.405e-04,6503.882191094
220.0 || 330.0 and 470.0 + 680.0 + 820.0,7.576e-04,5871.636669559
220.0 || 330.0 and 470.0 + 680.0 + 1000.0,7.675e-04,6362.510521683
220.0 || 330.0 and 470.0 + 820.0 + 1000.0,7.800e-04,6755.209603381
220.0 || 330.0 and 680.0 + 820.0 + 1000.0,8.210e-04,7320.696281028
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0,5.757e-04,3222.952049336
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0,5.764e-04,3474.279461623
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0,5.768e-04,4039.766139269
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0,5.770e-04,4432.465220968
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 1000.0,5.772e-04,4923.339073092
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0,5.774e-04,3650.208650224
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0,5.780e-04,4215.695327871
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0,5.781e-04,4608.394409569
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 1000.0,5.783e-04,5099.268261693
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0,5.787e-04,4467.022740158
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0,5.789e-04,4859.721821856
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 1000.0,5.791e-04,5350.59567398
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0,5.794e-04,5425.208499503
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 1000.0,5.796e-04,5916.082351626
220.0 || 330.0 and 47.0 + 100.0 + 820.0 + 1000.0,5.799e-04,6308.781433325
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0,5.823e-04,3885.364714327
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0,5.830e-04,4450.851391973
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 820.0,5.833e-04,4843.550473672
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 1000.0,5.835e-04,5334.424325795
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0,5.840e-04,4702.178804261
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 820.0,5.843e-04,5094.877885959
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 1000.0,5.845e-04,5585.751738083
220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 820.0,5.851e-04,5660.364563605
220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 1000.0,5.853e-04,6151.238415729
220.0 || 330.0 and 47.0 + 220.0 + 820.0 + 1000.0,5.857e-04,6543.937497428
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0,5.858e-04,4878.107992862
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 820.0,5.862e-04,5270.80707456
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 1000.0,5.865e-04,5761.680926684
220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 820.0,5.870e-04,5836.293752206
220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 1000.0,5.873e-04,6327.16760433
220.0 || 330.0 and 47.0 + 330.0 + 820.0 + 1000.0,5.877e-04,6719.866686029
220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 820.0,5.883e-04,6087.621164494
220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 1000.0,5.886e-04,6578.495016617
220.0 || 330.0 and 47.0 + 470.0 + 820.0 + 1000.0,5.890e-04,6971.194098316
220.0 || 330.0 and 47.0 + 680.0 + 820.0 + 1000.0,5.901e-04,7536.680775962
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0,6.008e-04,4012.277203551
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0,6.025e-04,4577.763881197
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 820.0,6.032e-04,4970.462962895
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 1000.0,6.038e-04,5461.336815019
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0,6.051e-04,4829.091293484
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 820.0,6.059e-04,5221.790375183
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 1000.0,6.066e-04,5712.664227306
220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 820.0,6.080e-04,5787.277052829
220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 1000.0,6.088e-04,6278.150904952
220.0 || 330.0 and 100.0 + 220.0 + 820.0 + 1000.0,6.096e-04,6670.849986651
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0,6.101e-04,5005.020482085
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 820.0,6.111e-04,5397.719563784
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 1000.0,6.119e-04,5888.593415907
220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 820.0,6.136e-04,5963.20624143
220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 1000.0,6.145e-04,6454.080093553
220.0 || 330.0 and 100.0 + 330.0 + 820.0 + 1000.0,6.156e-04,6846.779175252
220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 820.0,6.175e-04,6214.533653717
220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 1000.0,6.185e-04,6705.40750584
220.0 || 330.0 and 100.0 + 470.0 + 820.0 + 1000.0,6.197e-04,7098.106587539
220.0 || 330.0 and 100.0 + 680.0 + 820.0 + 1000.0,6.230e-04,7663.593265185
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0,6.395e-04,5240.176546188
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 820.0,6.416e-04,5632.875627886
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 1000.0,6.434e-04,6123.74948001
220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 820.0,6.474e-04,6198.362305533
220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 1000.0,6.495e-04,6689.236157656
220.0 || 330.0 and 220.0 + 330.0 + 820.0 + 1000.0,6.521e-04,7081.935239355
220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 820.0,6.568e-04,6449.68971782
220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 1000.0,6.594e-04,6940.563569943
220.0 || 330.0 and 220.0 + 470.0 + 820.0 + 1000.0,6.625e-04,7333.262651642
220.0 || 330.0 and 220.0 + 680.0 + 820.0 + 1000.0,6.714e-04,7898.749329288
220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 820.0,6.774e-04,6625.618906421
220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 1000.0,6.811e-04,7116.492758544
220.0 || 330.0 and 330.0 + 470.0 + 820.0 + 1000.0,6.855e-04,7509.191840243
220.0 || 330.0 and 330.0 + 680.0 + 820.0 + 1000.0,6.988e-04,8074.678517889
220.0 || 330.0 and 470.0 + 680.0 + 820.0 + 1000.0,7.219e-04,8326.005930176
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 470.0,5.744e-04,4228.261698485
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 680.0,5.748e-04,4793.748376131
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 820.0,5.750e-04,5186.44745783
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 330.0 + 1000.0,5.751e-04,5677.321309953
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 680.0,5.754e-04,5045.075788418
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 820.0,5.755e-04,5437.774870117
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 470.0 + 1000.0,5.757e-04,5928.64872224
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 820.0,5.760e-04,6003.261547763
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 680.0 + 1000.0,5.761e-04,6494.135399887
220.0 || 330.0 and 47.0 + 100.0 + 220.0 + 820.0 + 1000.0,5.763e-04,6886.834481585
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 680.0,5.764e-04,5221.004977019
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 820.0,5.766e-04,5613.704058718
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 470.0 + 1000.0,5.767e-04,6104.577910841
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 820.0,5.770e-04,6179.190736364
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 680.0 + 1000.0,5.772e-04,6670.064588488
220.0 || 330.0 and 47.0 + 100.0 + 330.0 + 820.0 + 1000.0,5.774e-04,7062.763670186
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 820.0,5.777e-04,6430.518148651
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 680.0 + 1000.0,5.779e-04,6921.392000775
220.0 || 330.0 and 47.0 + 100.0 + 470.0 + 820.0 + 1000.0,5.781e-04,7314.091082473
220.0 || 330.0 and 47.0 + 100.0 + 680.0 + 820.0 + 1000.0,5.786e-04,7879.57776012
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 680.0,5.808e-04,5456.161041122
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 820.0,5.811e-04,5848.860122821
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 470.0 + 1000.0,5.813e-04,6339.733974944
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0 + 820.0,5.817e-04,6414.346800467
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 680.0 + 1000.0,5.819e-04,6905.22065259
220.0 || 330.0 and 47.0 + 220.0 + 330.0 + 820.0 + 1000.0,5.822e-04,7297.919734289
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0 + 820.0,5.826e-04,6665.674212754
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 680.0 + 1000.0,5.829e-04,7156.548064878
220.0 || 330.0 and 47.0 + 220.0 + 470.0 + 820.0 + 1000.0,5.831e-04,7549.247146576
220.0 || 330.0 and 47.0 + 220.0 + 680.0 + 820.0 + 1000.0,5.839e-04,8114.733824222
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0 + 820.0,5.843e-04,6841.603401355
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 680.0 + 1000.0,5.846e-04,7332.477253479
220.0 || 330.0 and 47.0 + 330.0 + 470.0 + 820.0 + 1000.0,5.849e-04,7725.176335177
220.0 || 330.0 and 47.0 + 330.0 + 680.0 + 820.0 + 1000.0,5.857e-04,8290.663012823
220.0 || 330.0 and 47.0 + 470.0 + 680.0 + 820.0 + 1000.0,5.869e-04,8541.990425111
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 680.0,5.972e-04,5583.073530345
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 820.0,5.978e-04,5975.772612044
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 470.0 + 1000.0,5.983e-04,6466.646464168
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0 + 820.0,5.993e-04,6541.25928969
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 680.0 + 1000.0,5.999e-04,7032.133141814
220.0 || 330.0 and 100.0 + 220.0 + 330.0 + 820.0 + 1000.0,6.005e-04,7424.832223512
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0 + 820.0,6.016e-04,6792.586701978
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 680.0 + 1000.0,6.022e-04,7283.460554101
220.0 || 330.0 and 100.0 + 220.0 + 470.0 + 820.0 + 1000.0,6.029e-04,7676.1596358
220.0 || 330.0 and 100.0 + 220.0 + 680.0 + 820.0 + 1000.0,6.048e-04,8241.646313446
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0 + 820.0,6.060e-04,6968.515890579
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 680.0 + 1000.0,6.067e-04,7459.389742702
220.0 || 330.0 and 100.0 + 330.0 + 470.0 + 820.0 + 1000.0,6.075e-04,7852.088824401
220.0 || 330.0 and 100.0 + 330.0 + 680.0 + 820.0 + 1000.0,6.098e-04,8417.575502047
220.0 || 330.0 and 100.0 + 470.0 + 680.0 + 820.0 + 1000.0,6.132e-04,8668.902914334
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0 + 820.0,6.307e-04,7203.671954681
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 680.0 + 1000.0,6.321e-04,7694.545806805
220.0 || 330.0 and 220.0 + 330.0 + 470.0 + 820.0 + 1000.0,6.339e-04,8087.244888504
220.0 || 330.0 and 220.0 + 330.0 + 680.0 + 820.0 + 1000.0,6.388e-04,8652.73156615
220.0 || 330.0 and 220.0 + 470.0 + 680.0 + 820.0 + 1000.0,6.465e-04,8904.058978437
220.0 || 330.0 and 330.0 + 470.0 + 680.0 + 820.0 + 1000.0,6.630e-04,9079.988167038
220.0 || 470.0 and 47.0,7.370e-04,1799.347192344
220.0 || 470.0 and 100.0,7.900e-04,1926.259681567
220.0 || 470.0 and 220.0,9.100e-04,2161.41574567
220.0 || 470.0 and 47.0 + 100.0,7.220e-04,2142.244176501
220.0 || 470.0 and 47.0 + 220.0,7.287e-04,2377.400240604
220.0 || 470.0 and 47.0 + 330.0,7.311e-04,2553.329429205
220.0 || 470.0 and 47.0 + 470.0,7.327e-04,2804.656841492
220.0 || 470.0 and 47.0 + 680.0,7.340e-04,3370.143519138
220.0 || 470.0 and 47.0 + 820.0,7.345e-04,3762.842600837
220.0 || 470.0 and 47.0 + 1000.0,7.349e-04,4253.716452961
220.0 || 470.0 and 100.0 + 220.0,7.587e-04,2504.312729827
220.0 || 470.0 and 100.0 + 330.0,7.667e-04,2680.241918428
220.0 || 470.0 and 100.0 + 470.0,7.725e-04,2931.569330716
220.0 || 470.0 and 100.0 + 680.0,7.772e-04,3497.056008362
220.0 || 470.0 and 100.0 + 820.0,7.791e-04,3889.755090061
220.0 || 470.0 and 100.0 + 1000.0,7.809e-04,4380.628942184
220.0 || 470.0 and 220.0 + 330.0,8.220e-04,2915.397982531
220.0 || 470.0 and 220.0 + 470.0,8.399e-04,3166.725394819
220.0 || 470.0 and 220.0 + 680.0,8.562e-04,3732.212072465
220.0 || 470.0 and 220.0 + 820.0,8.635e-04,4124.911154163
220.0 || 470.0 and 220.0 + 1000.0,8.703e-04,4615.785006287
220.0 || 470.0 and 330.0 + 470.0,8.839e-04,3342.65458342
220.0 || 470.0 and 330.0 + 680.0,9.122e-04,3908.141261066
220.0 || 470.0 and 330.0 + 820.0,9.253e-04,4300.840342764
220.0 || 470.0 and 330.0 + 1000.0,9.381e-04,4791.714194888
220.0 || 470.0 and 470.0 + 680.0,9.679e-04,4159.468673353
220.0 || 470.0 and 470.0 + 820.0,9.888e-04,4552.167755052
220.0 || 470.0 and 47.0 + 100.0 + 220.0,7.179e-04,2720.297224762
220.0 || 470.0 and 47.0 + 100.0 + 330.0,7.191e-04,2896.226413363
220.0 || 470.0 and 47.0 + 100.0 + 470.0,7.199e-04,3147.55382565
220.0 || 470.0 and 47.0 + 100.0 + 680.0,7.205e-04,3713.040503296
220.0 || 470.0 and 47.0 + 100.0 + 820.0,7.208e-04,4105.739584995
220.0 || 470.0 and 47.0 + 100.0 + 1000.0,7.210e-04,4596.613437118
220.0 || 470.0 and 47.0 + 220.0 + 330.0,7.247e-04,3131.382477466
220.0 || 470.0 and 47.0 + 220.0 + 470.0,7.258e-04,3382.709889753
220.0 || 470.0 and 47.0 + 220.0 + 680.0,7.266e-04,3948.196567399
220.0 || 470.0 and 47.0 + 220.0 + 820.0,7.270e-04,4340.895649098
220.0 || 470.0 and 47.0 + 220.0 + 1000.0,7.273e-04,4831.769501221
220.0 || 470.0 and 47.0 + 330.0 + 470.0,7.278e-04,3558.639078354
